artist,bio,Image URL,key
Sagaz,,https://via.placeholder.com/160,sagaz
Son Feci Bisiklet,"Son Feci Bisiklet (in English, ""The Last Tragic Bicycle"") is a Turkish alternative rock band founded in Ankara in 2011, by Arda Kemirgent (vocal, guitar) and Can Sürmen (drums).

",https://via.placeholder.com/160,sonfecibisiklet
LUDI,No Wikipedia page found for LUDI.,https://via.placeholder.com/160,ludi
Candan Erçetin,"Candan Erçetin (pronounced ['dʒandan 'ertʃetin]; born 10 February 1961) is a Turkish singer-songwriter. Over the twenty five years of her singing career, she has been recognized for preparing and singing songs about human life. Despite the fact that she made her albums without much publicity, her work influenced other artists. Erçetin has released many music videos with different themes. Because her family originate from the Balkans, she has often used elements of Balkan music in her songs and w",https://upload.wikimedia.org/wikipedia/commons/6/68/Candan_Er%C3%A7etin_fyk_%28cropped%29.jpg,candanerçetin
Gülşen,"Gülşen is a Turkish given name for females (originally from Persian Golshan/گلشن, means place of flowers). People named Gülşen include:

Gülşen Aktaş (born 1957), Turkish schoolteacher and political scientist
Gülşen Bayraktar (born 1976), Turkish pop singer
Gülşen Bubikoğlu (born 1954), Turkish actress
Gülşen Degener (born 1968), Turkish carom billiards player",https://via.placeholder.com/160,gülşen
Sezen Aksu,"Sezen Aksu (Turkish pronunciation: [seˈzen ˈaksu]; born Fatma Sezen Yıldırım; 13 July 1954) is a Turkish singer, songwriter and producer. She is one of the most successful Turkish singers, having sold over 40 million albums worldwide. Her nicknames include the ""Queen of Turkish Pop"" and ""Minik Serçe"" (""Little Sparrow"").
Aksu's influence on Turkish pop and world music has continued since her debut in 1975, and has been reinforced by her patronage of and collaboration with many other musicians, in",https://upload.wikimedia.org/wikipedia/commons/f/f8/Sezen_Aksu_konseri_2012.jpg,sezenaksu
Bağzıları,No Wikipedia page found for Bağzıları.,https://via.placeholder.com/160,bağzıları
Norm Ender,"Ender Eroğlu (born 25 March 1985), better known by his stage name Norm Ender, is a Turkish rapper and singer.",https://upload.wikimedia.org/wikipedia/commons/c/cb/Norm_Ender.jpg,normender
Can Bonomo,"Can Bonomo (born 16 May 1987) is a Turkish singer who represented Turkey in the Eurovision Song Contest 2012 in Baku, Azerbaijan.",https://upload.wikimedia.org/wikipedia/commons/7/78/CanBonomo.jpg,canbonomo
Ron Flatter,No Wikipedia page found for Ron Flatter.,https://via.placeholder.com/160,ronflatter
Istanbul Trip,No Wikipedia page found for Istanbul Trip.,https://via.placeholder.com/160,istanbultrip
Cegıd,No Wikipedia page found for Cegıd.,https://via.placeholder.com/160,cegıd
Mavi Gri,No Wikipedia page found for Mavi Gri.,https://via.placeholder.com/160,mavigri
Hayki,"Ragıp Aytuğ Tunal (born 14 April 1983), better known by his stage name Hayki, is a Turkish rapper, singer and songwriter. He established a music company called PMC with other Turkish rappers, Patron and Da Poet. In 2017, he Published a song called B1R. He had to leave PMC after having some problems with his old friend Patron. He established the music company ""Unique Fabric"".",https://via.placeholder.com/160,hayki
Nico Rengifo,No Wikipedia page found for Nico Rengifo.,https://via.placeholder.com/160,nicorengifo
Yaşar,"Yaşar may refer to:

Yaşar (name), a Turkish given name and surname, including a list of people with the name
Yaşar (singer) (born 1970), Turkish pop singer
Yaşar, Karkamış, a neighbourhood of Karkamış, Gaziantep Province, Turkey
Yaşar, Şavşat, a village in Şavşat District, Artvin Province, Turkey
Yaşar University, in Izmir, Turkey",https://via.placeholder.com/160,yaşar
Cidadão Quem,No Wikipedia page found for Cidadão Quem.,https://via.placeholder.com/160,cidadãoquem
Mc Kelvinho,No Wikipedia page found for Mc Kelvinho.,https://via.placeholder.com/160,mckelvinho
DeVita,"DeVita or De Vita is a surname of Italian origin. It may refer to:

Elizabeth DeVita-Raeburn, American author and journalist
Franco De Vita, Venezuelan singer
Rob DeVita (born 1965), American football player
Ted DeVita (1962–1980), victim of anemia
Vincent T. DeVita, American physician in oncology
DeVita (singer), Korean-American singer-songwriter",https://via.placeholder.com/160,devita
Pat Kujala,No Wikipedia page found for Pat Kujala.,https://via.placeholder.com/160,patkujala
Papi Pier,No Wikipedia page found for Papi Pier.,https://via.placeholder.com/160,papipier
Plebe Rude,No Wikipedia page found for Plebe Rude.,https://via.placeholder.com/160,pleberude
SLKBTS,No Wikipedia page found for SLKBTS.,https://via.placeholder.com/160,slkbts
Gökhan Türkmen,Gökhan Türkmen (born 1 September 1983) is a Turkish singer.,https://via.placeholder.com/160,gökhantürkmen
Nucleya,"Udyan Sagar, better known by his stage name Nucleya, is an Indian electronic music producer and DJ.",https://via.placeholder.com/160,nucleya
Ultrasonicas,No Wikipedia page found for Ultrasonicas.,https://via.placeholder.com/160,ultrasonicas
Brylho,No Wikipedia page found for Brylho.,https://via.placeholder.com/160,brylho
Dubscribe,No Wikipedia page found for Dubscribe.,https://via.placeholder.com/160,dubscribe
Lower Than Atlantis,"Lower Than Atlantis were an English rock band from Watford, Hertfordshire. They formed in 2007 as a hardcore punk band and gradually shifted into a melodic rock sound over five studio albums, their last being 2017's Safe in Sound. The band consisted of vocalist, guitarist and songwriter Mike Duce, bassist Declan Hart, drummer Eddy Thrower, and guitarist Ben Sansom. They announced in December 2018 that they would be disbanding after a final 3 tour dates in 2019.",https://upload.wikimedia.org/wikipedia/commons/e/e3/Lower_than_Atlantis_-_2017154141321_2017-06-03_Rock_am_Ring_-_Sven_-_5DS_R_-_0007_-_5DSR0075.jpg,lowerthanatlantis
Jaigo Gill,No Wikipedia page found for Jaigo Gill.,https://via.placeholder.com/160,jaigogill
Harshit Mehta,No Wikipedia page found for Harshit Mehta.,https://via.placeholder.com/160,harshitmehta
Agnee,"Agnee may refer to:

Agnee (band), Indian rock band based in Pune
Agnee (album)
Agnee (1988 film), 1988 Indian Hindi-language feature film
Agnee (franchise), film franchise
Agnee (2014 film), a 2014 Bengali-language women-centric action thriller film
Agnee 2, a 2015 Indian-Bangladeshi action film",https://via.placeholder.com/160,agnee
MARAUDA,No Wikipedia page found for MARAUDA.,https://via.placeholder.com/160,marauda
Oficina G3 e Roberto Diamanso,No Wikipedia page found for Oficina G3 e Roberto Diamanso.,https://via.placeholder.com/160,oficinag3erobertodiamanso
Mauro Henrique,No Wikipedia page found for Mauro Henrique.,https://via.placeholder.com/160,maurohenrique
Marine Friesen,"Marine Almeida Friesen (born 5 February 1988) is a Brazilian Christian singer and songwriter.

",https://via.placeholder.com/160,marinefriesen
Gabi Sampaio,No Wikipedia page found for Gabi Sampaio.,https://via.placeholder.com/160,gabisampaio
Hillsong Em Português,No Wikipedia page found for Hillsong Em Português.,https://via.placeholder.com/160,hillsongemportuguês
Pregador Luo,No Wikipedia page found for Pregador Luo.,https://via.placeholder.com/160,pregadorluo
Lusine,"Lusine (formerly L'Usine or Lusine ICL) is the stage name of Jeff McIlwain, an ambient/IDM musician. A native Texan, McIlwain now resides in Seattle. In 1998, he attended California Institute of the Arts to study 20th century electronic music and sound design for music and film. Soon after, he met Shad Scott and put out a self-titled release with Isophlux.
According to Andy Kellman of AllMusic,

""While there might be other producers who are more accomplished at making idyllic downtempo, or placi",https://via.placeholder.com/160,lusine
Animelmack,No Wikipedia page found for Animelmack.,https://via.placeholder.com/160,animelmack
Mörbyligan,No Wikipedia page found for Mörbyligan.,https://via.placeholder.com/160,mörbyligan
2 minutos,No Wikipedia page found for 2 minutos.,https://via.placeholder.com/160,2minutos
Los Abuelos De La Nada,No Wikipedia page found for Los Abuelos De La Nada.,https://via.placeholder.com/160,losabuelosdelanada
Borgore,"Yosef Asaf Borger (Hebrew: יוסף אסף בורגר; born 20 October 1987), known professionally as Borgore, is an Israeli EDM producer, DJ, singer-songwriter and rapper. He is the founder of the label Buygore Records.",https://via.placeholder.com/160,borgore
Pronobozo,No Wikipedia page found for Pronobozo.,https://via.placeholder.com/160,pronobozo
SUPERIOTS,No Wikipedia page found for SUPERIOTS.,https://via.placeholder.com/160,superiots
Mijo,Mijo may refer to:,https://via.placeholder.com/160,mijo
Lugatti & 9ine,No Wikipedia page found for Lugatti & 9ine.,https://via.placeholder.com/160,lugatti&9ine
SDP,SDP may refer to:,https://via.placeholder.com/160,sdp
Swiss & Die Andern,No Wikipedia page found for Swiss & Die Andern.,https://via.placeholder.com/160,swiss&dieandern
El Bebeto,No Wikipedia page found for El Bebeto.,https://via.placeholder.com/160,elbebeto
Saul El Jaguar Alarcón,No Wikipedia page found for Saul El Jaguar Alarcón.,https://via.placeholder.com/160,sauleljaguaralarcón
Diego Herrera,"Diego Rodrigo Herrera Larrea (born April 20, 1969 in Pichincha, Ecuador) is a retired footballer from Ecuador. He played as a forward during his career.
Herrera obtained a total number of 11 caps for the Ecuador national football team during the 1990s, scoring no goals.",https://via.placeholder.com/160,diegoherrera
Germán Montero,No Wikipedia page found for Germán Montero.,https://via.placeholder.com/160,germánmontero
Einmusik,No Wikipedia page found for Einmusik.,https://via.placeholder.com/160,einmusik
TeeJay Arunachalam,No Wikipedia page found for TeeJay Arunachalam.,https://via.placeholder.com/160,teejayarunachalam
Alberto Vazquez,,https://via.placeholder.com/160,albertovazquez
Seyyal Taner,"Seyyal Taner (born September 28, 1952) is a Turkish singer and actress.",https://upload.wikimedia.org/wikipedia/commons/e/e2/Seyyal_Taner_cropped_2010.JPG,seyyaltaner
Hiroaki Tsutsumi,"Hiroaki Tsutsumi (Japanese: 堤 博明, Hepburn: Tsutsumi Hiroaki, born June 5, 1985) is a Japanese musician and composer best known for his work on various anime television series. He started his musical career at the age of 14 when he first started playing the guitar. After winning a guitar contest three years later, he decided to become a professional musician and later graduated from Kunitachi College of Music.
In 2013, he was given the role of lead composer for the first time with Hyperdimension ",https://via.placeholder.com/160,hiroakitsutsumi
The Uglyz,"The Uglyz is a Nepali pop rock band, formed in 1995 in Kathmandu.",https://upload.wikimedia.org/wikipedia/commons/1/1a/They_Uglyz_in_2024_Dreamfest.jpg,theuglyz
Ceza,"Bilgin Özçalkan (Turkish pronunciation: [bilˈɟin ˈœzt͡ʃaɫˌkan]; born 31 December 1976), also known by his stage name Ceza (pronounced [dʒeˈzaː], Turkish for ""punishment""), is a Turkish rapper, singer, and songwriter.

",https://upload.wikimedia.org/wikipedia/commons/9/96/Bilgin_%C3%96z%C3%A7alkan.jpg,ceza
Dub Pistols,Dub Pistols are an English electronic music band founded in 1996 by Barry Ashworth and Jason O'Bryan.,https://via.placeholder.com/160,dubpistols
The Edge Band,"The Edge Band (द एज ब्यान्ड) is a pop rock band from Nepal, formed in 1998 by youths of Pokhara. The first album was  released in 2000. Over time, the band members left the group except Jeewan Gurung, the lead singer. In 2006 Vibes with Vajra was released as the second album, which gained popularity and established the band in the Nepali music industry. There are four albums released till date.
The group also plays in live concerts and festivals nationally and internationally. They also perform ",https://via.placeholder.com/160,theedgeband
Suely Façanha,No Wikipedia page found for Suely Façanha.,https://via.placeholder.com/160,suelyfaçanha
Paco Cañedo,No Wikipedia page found for Paco Cañedo.,https://via.placeholder.com/160,pacocañedo
Combichrist,"Combichrist is an American aggrotech / industrial metal band formed in 2003 by Norwegian vocalist Andy LaPlegua, who also founded the bands Icon of Coil, Panzer AG, Scandinavian Cock and Scandy. Combichrist was formed in Atlanta, Georgia. The band consists of only LaPlegua in the studio, with a changing lineup of live performing members. Releases by the band have been very successful in terms of sales and charted in top positions for dance and alternative charts worldwide.",https://upload.wikimedia.org/wikipedia/commons/7/7b/Combichrist_%E2%80%93_Wacken_Open_Air_2015_01.jpg,combichrist
Consciência Humana,"Consciência Humana is a Brazilian rap group formed in São Paulo in 1990. It is known for edgy lyrics, which led to the group receiving death threats from the police and a dispute with the former captain of the Policia Militar (PM) Conte Lopes, current deputy of the PDB.",https://via.placeholder.com/160,consciênciahumana
El Mimoso Luis Antonio López,No Wikipedia page found for El Mimoso Luis Antonio López.,https://via.placeholder.com/160,elmimosoluisantoniolópez
Ditty,"Ditty is the surname of:

Herbert Ditty (died 1998), Ulster Unionist politician and Lord Mayor of Belfast, Northern Ireland
James S. Ditty (1880–1962), American photo-engraver and entrepreneur
Julie Ditty (born 1979), American tennis player",https://via.placeholder.com/160,ditty
Pritam,"Pritam Chakraborty (born 14 June 1971), also popularly known mononymously as Pritam, is a National Award winning Indian composer, instrumentalist, music producer and singer. Graduating from FTII in Sound Engineering, he worked as an ad jingle composer, and later debuted as a co-composer alongside Jeet Gannguli in the 2001 Hindi film Tere Liye. 
He debuted as a solo composer with the 2003 film Stumped. However, it was the soundtrack of Dhoom (2004), most notably the title track, which earned him ",https://upload.wikimedia.org/wikipedia/commons/a/ab/Pritam_Chakraborty_at_the_5th_GiMA_Awards.jpg,pritam
Once Mekel,"Elfonda Mekel, (born 21 May 1970), better known as Once Mekel ([ˈɔntʃə], pronounced Ohn-chè), is an Indonesian singer, researcher, music industry observer, entrepreneur, and politician. He started his career as a singer after completing high school, by becoming a semi-professional singer.
After being part of the research management field and achieving success as a vocalist, Once was invited to join Dewa 19, which had renamed itself Dewa, replacing Ari Lasso as the lead vocalist after the complet",https://upload.wikimedia.org/wikipedia/commons/9/9a/Once_Mekel_Jaket_PDIP.jpg,oncemekel
Missionário Shalom,"Missionário Shalom (or simply abbreviated as MSH) is a Brazilian pop-rock band of Catholic music, founded in 1998 in the city of Fortaleza, Ceará, Brazil. The group is linked to the Shalom Catholic Community, present in over 40 countries. MSH is recognized for its mission to evangelize youth through music, performing at major events such as the Halleluya Festival and the World Youth Day (WYD).",https://via.placeholder.com/160,missionárioshalom
Authen,No Wikipedia page found for Authen.,https://via.placeholder.com/160,authen
Ndee Naldinho,No Wikipedia page found for Ndee Naldinho.,https://via.placeholder.com/160,ndeenaldinho
Droplex,No Wikipedia page found for Droplex.,https://via.placeholder.com/160,droplex
Cynthia Luz,No Wikipedia page found for Cynthia Luz.,https://via.placeholder.com/160,cynthialuz
RZO,,https://via.placeholder.com/160,rzo
Os Virgulóides,No Wikipedia page found for Os Virgulóides.,https://via.placeholder.com/160,osvirgulóides
Lyla Foy,"Lyla Foy (born 1988) is an English, London-based singer-songwriter. Her music has been described as ""somewhere between folk and dream pop"" and has been praised for its ""texture and rhythmic complexity"". She sings, writes, and produces her music.
She has been the opening act for The National, Sharon Van Etten, Midlake, Phosphorescent, and Fleet Foxes. Lyla also sings and plays bass with psychedelic six-piece, Mono Club, fronted by John Herbert of Goldheart Assembly.",https://via.placeholder.com/160,lylafoy
Cybotron,"""Cybotron"" can refer to:

Cybotron (American band), an American electro band
Cybotron (Australian band), an electronic/experimental group
Cybotron, an album and alter-ego of Dillinja",https://via.placeholder.com/160,cybotron
Priya Sisters,"Shanmukhapriya and Haripriya, popularly known as the Priya Sisters, are Carnatic music singers.",https://via.placeholder.com/160,priyasisters
Byting,No Wikipedia page found for Byting.,https://via.placeholder.com/160,byting
Julianno Sosa,No Wikipedia page found for Julianno Sosa.,https://via.placeholder.com/160,juliannososa
Los Prisioneros,"Los Prisioneros (""The Prisoners"") was a Chilean rock band formed in San Miguel, Santiago, in 1982. Considered one of the most influential Latin-American bands of all time, they've been evaluated as pioneers of Rock en español (Rock in Spanish) by Latin American media and musicians, and one of the strongest socio-political impactful bands in Chile. The group would develop a new wave sound that would have its roots in British punk rock, in particular The Clash, and would incorporate rockabilly, re",https://upload.wikimedia.org/wikipedia/commons/9/90/Los_Prisioneros_-_Revista_Pelo_Argentina_1987.jpg,losprisioneros
Leman Sam,Leman Sam (born Emine Leman Şenkan; 22 February 1951) is a Turkish singer and songwriter. Her daughter Şevval Sam and her grandson Taro Emir Tekin are both actors.,https://upload.wikimedia.org/wikipedia/commons/4/44/Leman_Sam_Istanbul_konser_8.jpg,lemansam
Dibob,"Dibob is a Brazilian pop punk band from Rio de Janeiro, popular throughout the mid- to late 2000s and famous for their humorous songs. Formed in 2001 by friends Miguel, Gesta, Faucom and Dedeco, they initially began the project just to ""amuse themselves""; their name, ""Dibob"", is a contraction of the Portuguese-language expression ""de bobeira"", meaning ""goofing off"". Their debut EP Markebra was self-released in 2003, after which the critically acclaimed full-length albums O Fantástico Mundo Dibob",https://via.placeholder.com/160,dibob
LIT killah,,https://via.placeholder.com/160,litkillah
Synergetic Emotion,No Wikipedia page found for Synergetic Emotion.,https://via.placeholder.com/160,synergeticemotion
Tali Goya,"Juan Miguel Villar, known as Tali Goya, or simply Goya is a Dominican Republic Latin trap rapper raised in New York City. He was influenced by artist such as Jay-Z, Eminem and 50 Cent, as well as gangsta rap.",https://via.placeholder.com/160,taligoya
Grupo Malícia,No Wikipedia page found for Grupo Malícia.,https://via.placeholder.com/160,grupomalícia
Ted Gärdestad,"Ted Arnbjörn Gärdestad (Swedish pronunciation: [ˈtɛdː ˈjæ̂ːɖɛˌstɑːd]; 18 February 1956 – 22 June 1997) was a Swedish singer, songwriter, musician and actor known internationally as Ted. Gärdestad began his acting career in 1966 and began playing music in 1971, signing with Polar Music. Assigned with in-house producers Benny Andersson and Björn Ulvaeus, Gärdestad released his first single, ""Hela världen runt,"" in late 1971 and worked closely with the four members of ABBA to create his debut album",https://via.placeholder.com/160,tedgärdestad
Molejo,"Molejo is a pagode musical group formed in Rio de Janeiro in 1993 by Anderson Leonardo, Andrezinho, Wander Pires, Claumirzinho, Lúcio Nascimento, and Vadinho.
The group had great success in the 90s with the songs ""Caçamba"", ""Brincadeira de Criança"", ""Dança da Vassoura"", ""Samba Rock do Molejão"", ""Paparico"", ""Cilada"", Clínica Geral, ""Ah Moleque"", ""Samba Diferente"", ""Pensamento Verde"", ""Assim Oh"", etc.
On 26 April 2024, Anderson Leonardo died from cancer at the age of 51. He had been diagnosed in 2",https://upload.wikimedia.org/wikipedia/commons/c/c1/Molejo_2022.jpg,molejo
César Menotti & Fabiano,No Wikipedia page found for César Menotti & Fabiano.,https://via.placeholder.com/160,césarmenotti&fabiano
Gamadinho,No Wikipedia page found for Gamadinho.,https://via.placeholder.com/160,gamadinho
Alpha Portal,No Wikipedia page found for Alpha Portal.,https://via.placeholder.com/160,alphaportal
For Revenge,No Wikipedia page found for For Revenge.,https://via.placeholder.com/160,forrevenge
Toque De Prima,No Wikipedia page found for Toque De Prima.,https://via.placeholder.com/160,toquedeprima
Reckless Kelly,"Reckless Kelly is a 1993 Australian comedy film produced, written, directed and starring Yahoo Serious. It co-stars Melora Hardin, Alexei Sayle and Hugo Weaving. The story is a satirical take on a modern-day Ned Kelly, a famous Australian outlaw.

",https://via.placeholder.com/160,recklesskelly
Cem Karaca,"Muhtar Cem Karaca (5 April 1945 – 8 February 2004) was a Turkish legendary rock musician and one of the most important figures in the Anatolian rock movement. He was a graduate of Robert College. He worked with various Turkish rock bands such as Apaşlar, Kardaşlar, Moğollar and Dervişan. With these bands, he brought a new understanding and interpretation to Turkish rock.",https://upload.wikimedia.org/wikipedia/commons/f/f2/2021_09_15_Moda_Cem_Karaca_Heykeli.jpg,cemkaraca
Kamuran Akkor,No Wikipedia page found for Kamuran Akkor.,https://via.placeholder.com/160,kamuranakkor
The Presidents Of The United States Of America,,https://via.placeholder.com/160,thepresidentsoftheunitedstatesofamerica
Bleu Edmondson,No Wikipedia page found for Bleu Edmondson.,https://via.placeholder.com/160,bleuedmondson
Tre Oh Fie,No Wikipedia page found for Tre Oh Fie.,https://via.placeholder.com/160,treohfie
Vondkreistan,No Wikipedia page found for Vondkreistan.,https://via.placeholder.com/160,vondkreistan
Toutant,No Wikipedia page found for Toutant.,https://via.placeholder.com/160,toutant
Salon Victoria,No Wikipedia page found for Salon Victoria.,https://via.placeholder.com/160,salonvictoria
Koil,redirect Ambalam,https://via.placeholder.com/160,koil
Vandeta,No Wikipedia page found for Vandeta.,https://via.placeholder.com/160,vandeta
Toninho Geraes,No Wikipedia page found for Toninho Geraes.,https://via.placeholder.com/160,toninhogeraes
Our Lady Peace,"Our Lady Peace (sometimes shortened to OLP) is a Canadian alternative rock band formed in Toronto, Ontario in 1992. Led by lead vocalist Raine Maida since its formation, the band currently also features Duncan Coutts on bass, Steve Mazur on guitars, and Jason Pierce on drums. The band has sold several million albums worldwide, won four Juno Awards, and won ten MuchMusic Video Awards—the most MMVAs ever awarded to a band (tied with Billy Talent). Nineteen of their singles have reached the Top Ten",https://upload.wikimedia.org/wikipedia/commons/8/8b/Our_Lady_Peace_at_Virgin_Festival_Ontario_day_2_2009.JPG,ourladypeace
In Element,No Wikipedia page found for In Element.,https://via.placeholder.com/160,inelement
Just Her,No Wikipedia page found for Just Her.,https://via.placeholder.com/160,justher
LICK,No Wikipedia page found for LICK.,https://via.placeholder.com/160,lick
João Neto & Frederico,"João Neto & Frederico are a pair of country music singers formed by Brazilian João Neto Nunes (Goiânia, August 12, 1979) and Frederico Augusto Silva Nunes (Goiânia, March 11, 1982).",https://upload.wikimedia.org/wikipedia/commons/4/46/Joao_Neto_e_Frederico_2010_%28cropped%29.jpg,joãoneto&frederico
Delley & Dorivan,No Wikipedia page found for Delley & Dorivan.,https://via.placeholder.com/160,delley&dorivan
ØZI,"Stefan Chen Yi-fan (Chinese: 陳惟凡; born March 27, 1997), known professionally as ØZI, is a Taiwanese American singer-songwriter and rapper. ØZI is noted for integrating the genres of contemporary urban hip-hop, R&B, and Mandopop.",https://via.placeholder.com/160,øzi
PH e Michel,No Wikipedia page found for PH e Michel.,https://via.placeholder.com/160,phemichel
Ihsahn,"Vegard Sverre Tveitan (born 10 October 1975), better known by his stage name Ihsahn ( ee-SHAHN), is a Norwegian musician, singer, songwriter, record producer, and composer who is best known for his work with the black metal band Emperor. Tveitan is also a founding member of Thou Shalt Suffer, where he played guitar and keyboard in addition to vocal duties, and Peccatum, a project in collaboration with his wife and fellow musician Heidi Solberg Tveitan, also known as Starofash. Since 2006, Tveita",https://upload.wikimedia.org/wikipedia/commons/c/cf/Emperor_Party.San_Metal_Open_Air_2018_09_%282%29.jpg,ihsahn
Travis Cottrell,"Travis Cottrell is an American contemporary Christian music (CCM) artist, songwriter, author, and worship leader.",https://via.placeholder.com/160,traviscottrell
The Rubinoos,"The Rubinoos are an American power pop band that formed in 1970 in Berkeley, California. They are perhaps best known for their singles ""I Think We're Alone Now"" (1977, a cover of the hit by Tommy James & the Shondells), ""I Wanna Be Your Boyfriend"" (1979), and for the theme song to the 1984 film Revenge of the Nerds. Although ""I Think We're Alone Now"" has been their highest charting hit, reaching No.45 in 1977, the group has a significant enduring cult following among fans of the power pop genre.",https://via.placeholder.com/160,therubinoos
Gress,"Gress (Scottish Gaelic: Griais), a hamlet on the Isle of Lewis in Scotland, is adjacent to the larger village of Back. Gress is within the parish of Stornoway. Between 1919 and 1921, Gress – along with nearby Coll and Tong – was the scene of several land raids.",https://upload.wikimedia.org/wikipedia/commons/3/3b/Land_Raiders_Memorial_-_geograph.org.uk_-_1246895.jpg,gress
Memtrix,No Wikipedia page found for Memtrix.,https://via.placeholder.com/160,memtrix
The Dead Milkmen,"The Dead Milkmen is an American punk rock band formed in 1983 in Philadelphia. Their original lineup consisted of vocalist and keyboardist Rodney Linderman (""Rodney Anonymous""), guitarist and vocalist Joe Genaro (""Joe Jack Talcum""), bassist Dave Schulthise (""Dave Blood"") and drummer Dean Sabatino (""Dean Clean"").
The band distinguished itself in the hardcore punk scene of the early 1980s through its jangly punk sound and sardonic humor delivered with thick Philadelphia accents.  They attracted co",https://upload.wikimedia.org/wikipedia/commons/f/f5/Dead_milkmen_2024.jpg,thedeadmilkmen
Gunnar & The Grizzly Boys,No Wikipedia page found for Gunnar & The Grizzly Boys.,https://via.placeholder.com/160,gunnar&thegrizzlyboys
Cezar & Paulinho,No Wikipedia page found for Cezar & Paulinho.,https://via.placeholder.com/160,cezar&paulinho
EXILE,,https://via.placeholder.com/160,exile
a crowd of rebellion,No Wikipedia page found for a crowd of rebellion.,https://via.placeholder.com/160,acrowdofrebellion
Senri Oe,"Senri Oe (大江 千里, Ōe Senri, born 6 September 1960) is a Japanese jazz pianist, composer, producer, actor, singer, and songwriter. He is best known for his pop-music career in 1980s and '90's-era Japanese pop music'. Among his releases (totaling 45 singles and 18 original albums), from the 1980s to the 1990s, are eight albums which received Japan's Gold Disc Award (Japan's equivalent to a Grammy for Best Album). He was also awarded the Gold Disc Award for Best Male Pop Artist in 1989.
Senri Oe's p",https://via.placeholder.com/160,senrioe
My Hair is Bad,No Wikipedia page found for My Hair is Bad.,https://via.placeholder.com/160,myhairisbad
Mr.Children,,https://via.placeholder.com/160,mrchildren
Sain,Sain may refer to:,https://via.placeholder.com/160,sain
Vector Seven,No Wikipedia page found for Vector Seven.,https://via.placeholder.com/160,vectorseven
Eddie Meduza,"Errol Leonard Norstedt (17 June 1948 – 17 January 2002), better known by his stage name Eddie Meduza, previously known as E. Hitler, was a Swedish composer and musician working mainly in the rockabilly genre.",https://via.placeholder.com/160,eddiemeduza
Brenno Reis & Marco Viola,No Wikipedia page found for Brenno Reis & Marco Viola.,https://via.placeholder.com/160,brennoreis&marcoviola
Hilight Tribe,No Wikipedia page found for Hilight Tribe.,https://via.placeholder.com/160,hilighttribe
Tequila Baby,No Wikipedia page found for Tequila Baby.,https://via.placeholder.com/160,tequilababy
Guachupé,No Wikipedia page found for Guachupé.,https://via.placeholder.com/160,guachupé
Endo y Lele,No Wikipedia page found for Endo y Lele.,https://via.placeholder.com/160,endoylele
Rolf Zuckowski,"Rolf Zuckowski (born 12 May 1947) is a German singer-songwriter. He has written and composed music especially for children, but his songs are very popular among adults, too. His compositions involve children in music throughout their childhood and accompany their daily life. Meanwhile, many of his songs have attained the status of Folk songs.
He also is the father of composer and songwriter Alexander Zuckowski, who used to play bass guitar in his father's band.",https://upload.wikimedia.org/wikipedia/commons/8/83/Rolf_Zuckowski_%E2%80%93_Appen_musiziert_2015_02.jpg,rolfzuckowski
Gammer,"Matthew Lee (born 1 October 1985), known professionally by his stage name Gammer, is an English music producer and DJ. He is best known for his association with UK hardcore, of which he is described as an icon. He is also the co-founder of the Together We Rise record label, which is dedicated to hardcore music.",https://upload.wikimedia.org/wikipedia/commons/e/ec/Dougal%2B%2BGammer_%28cropped%29.jpg,gammer
Young Cister,No Wikipedia page found for Young Cister.,https://via.placeholder.com/160,youngcister
Valencia Torres,No Wikipedia page found for Valencia Torres.,https://via.placeholder.com/160,valenciatorres
Narciso Yepes,Narciso Yepes (14 November 1927 – 3 May 1997) was a Spanish guitarist. He is considered one of the finest virtuoso classical guitarists of the twentieth century.,https://upload.wikimedia.org/wikipedia/commons/c/cc/Narciso_yepes_teatrocolon_1962.jpg,narcisoyepes
Bellorum,No Wikipedia page found for Bellorum.,https://via.placeholder.com/160,bellorum
Eikichi Yazawa,"Eikichi Yazawa (矢沢 永吉, Yazawa Eikichi, born September 14, 1949 in Hiroshima) is a Japanese singer-songwriter, and a prominent figure in Japanese popular music. Yoko Yazawa of The Generous is his daughter. He has been nicknamed as Ei-chan (永ちゃん), Boss or The King of Rock.",https://via.placeholder.com/160,eikichiyazawa
Gece,"Gece (Turkish ""night"") may refer to:

Gece, 1972 Turkish film with Süleyman Turan List of Turkish films of 1972
Gece, 2014 Turkish film with Nurgül Yeşilçay
Gece (band)
Gece Yolcuları (literally ""Night Riders"" or ""Night Travelers"") Turkish soft rock band",https://via.placeholder.com/160,gece
Tzafu,No Wikipedia page found for Tzafu.,https://via.placeholder.com/160,tzafu
Loren Allred,"Loren Allred (born September 7, 1989) is an American singer. Allred made her Billboard Hot 100 debut with the RIAA certified double platinum-selling ""Never Enough"" from The Greatest Showman musical. She is featured on Michael Bublé's Love album in a duet of ""Help Me Make It Through the Night,"" and alongside David Foster, as part of his An Intimate Evening PBS concert special and album. Her debut EP Late Bloomer was released on September 24, 2021.",https://upload.wikimedia.org/wikipedia/commons/b/b9/Loren_Allred%2C_Sopot_Top_of_the_Top_Festival_2022%2C_dzie%C5%84_3_06_%28cropped%29.jpg,lorenallred
Broilers,,https://via.placeholder.com/160,broilers
